review_id,review_year,text,stars,predictions,pred_probs_0
rMBeLldePngbiOn2EOZTRw,2018,"the good:

* top sirloin was seasoned well and was delicious 
* cheese bread
* calamari salad 
* tortilla soup
* leche flan
* service was good except for the meat-carving waiters


the bad: 

* they charge $1 per person for ""vero"" water whether  
   you drink the water or not 
* they charge for soda refills 
* during our visit only 4 types of meats were brought to  
   the table we were told they have 12 types
* salad bar did not have a lot of choices 
* restroom were dirty
* they ask about the group tip and made it awkward",2,0,0.6460214882463733
IOqLURvZ6okZEagkwhSECw,2017,"okay, for those reading my review. hello. buy a travelzoo voucher before dining. trust me, our original bill was over $270 but with a travelzoo voucher, there was a discount of $209 dollars. total paid: $73.30, tip not included. 

check in with yelp for a caiparinha/alcoholic drink. our server, mindy was phenomenal. she recommended white sangria (part of the voucher deal) and we readily agreed. all four of us got an alcoholic drink but when we took the first sip, our eyes bulged. maybe we're just lightweights (probably) but the drinks were way too strong. mindy came by later and noticed the drinks were still full, she asked what was wrong. we explained and she collected our drinks and promised they would be remade. true to her words, she came back with the new drinks and yup, us weak asians could finally drink our caiparinhas now. 

food: 

there is an unlimited sides buffet. it was filled with cheeses, beans, salads and beets, cheese rolls and a variety of pasta. also pulled pork (a must!) and mashed potatoes. 

with brazilian steakhouses, you sit and wait for servers carrying meat chunks to come to your table and carve you a slice. you'll use your tongs to grab the pieces. there is a little circular paper on your table. when you want meat to continue coming to your table, keep it on the green side. when you are done, flip it to the red side. keep it where the servers can see it. meats that came to our table were picanha, sirloin, lamb, pork shoulder, bacon-wrapped chicken, and sausages. pineapples were also making the rounds. meats are salty and for the most part, tough and dry. i ended up being more satisfied with the pulled pork from the sides buffet. 

overall, i would not pay full price for this. my main gripe was that we asked for a water refill 3 times and didn't get it until we were done with our meat selection. by then, we were really thirsty and feeling dizzy from sodium overload. but otherwise, good experience. the stars are for the side buffet, the meat servers and for mindy. 

notes: 
-buy a voucher!
-make a reservation, we left at 8:30 and there were crowds of people waiting 
-water is $1 per person 
-ask to be seated in mindy's section!",4,1,0.43690064736839884
pppeBziL1T7T0erA58KktA,2015,great salad bar and meats. excellent caiperinas!!! good service from sean and constantin. enjoyable dinner in vegas.,4,1,0.000589287149124762
hOZHbrZxoYAeLD8OHORliw,2016,"great dining experience and service! jorge was attentive, friendly and paid attention to all details regarding our experience. the meat was delicious and the variety is top notch. i'd love to see some warm cooked vegetables in the salad bar, but otherwise outstanding!",4,1,0.0012275825552883202
qUGxy3Bop-PQ_1VxyByNSg,2015,"pros: heaping portions of meat all around. 
the brazilian bouillabaisse was phenomenal.

cons: the restaurant, overall, was kinda messy. my seat was dirty, and there was food on the floor. the buffet area was a bit untidy. nothing that ruined my appetite, but not great for a restaurant at this price point. also, the walk-by planet hollywood traffic was very noisy. this place was fine for a group of friends, but definitely would not recommend for anything romantic. there are tvs.",4,0,0.7416255295488997
RTHUq3Y6kswc9Nm0CxldWQ,2017,"we bought a groupon and had dinner there. our server, john, was great about checking to see if items were gluten free and the salad bar had items marked as well. i thought the meats were very good, but was told to avoid certain ones since the marinades were not gf. the cheese bread was good but the salad bar items tasted like they had been sitting out a while since we went at 9 pm. the capirhinas (unsure on the spelling) were very good.",4,0,0.8327504905582418
wCOr2Y45iH1r-C0dqOYrJw,2017,"i was really impressed with this place. my wife, her sister and i had a coupon from a show so we decided to give the restaurant a try. very glad we did. i did not realize it was an all you can eat menu.
the wait was 20 minutes on a saturday telling you the food is good. not good but great. we started with the salad bar, then all of a sudden food on spits began to appear. i may not be able to list all the offerings but i will try.
one after another waiters would show up with, chicken, beef, lamb, pork, bacon wrapped beef, bacon wrapped chicken. etc.
one of the every present, and delightful, waiters was marcos n. our plate never was empty.
and the food tasted great.
now we had a coupon so they honored it, also a plus for this place, so our $50 per person meal was only $10. but at $50 it is still a bargain.",5,1,0.3152688257298929
4PGAsyPLr20GsuO09xrn6g,2010,my hubby took me here for dinner and as soon as we walked in we didn't have to wait.....we sat for about 10-15 minutes intil are waiter came to ask what we wanted to drink and then wait for about 20 more minutes just to get are drinks!!! while we waited the couple sitting next to us walked out because service here sucks!!!! 10 min later the people that was sitting in front of us complained twice intil finally walking out!! but the food was extremely good no complaints in that department!!!!,3,0,0.9320955521741168
6UNnXTH9UuZxgBU5JrDzTQ,2017,service sucks waste of money and time. i do not reccomend it. i think it has changed my mind on all brazilian steak houses dont waste your time,1,0,0.9972206159416861
nRUkUAlMlhmdZgOBOYxWxw,2017,worst place to eat in las vegas..  pls don't ever go to this place. food was pathetic total waste of money. and very poor service.,1,0,0.999997227338402
ERaDVLAoIyuaOR0RFIPjxQ,2016,"don't leave vegas without the great brazilian bbq! a great service and atmosphere. the waiters and servers were very helpful and friendly, and the whole ambiance is great for a fine night out.  the food is great and worth the price, especially the special cuts and pork. a surprise favorite were the brazilian  bananas.... you just can't find them anywhere else, and me and my family were always going back for more!",5,1,0.004474051689455472
4D-9l4tu1iX3P5vIxYal1w,2016,"background info: my bf and i accepted a timeshare tour which included a few freebies and discounts. one of which was to visit a restaurant of our choice from a few listed and we selected pampas. picked up our dinner vouchers a day show tickets made our dinner reservations and went with the flow. 

restaurant: in my opinion slightly hidden but it's nice because it gives you the more private not so chaotic dinning experience. we arrived early and they were able to seat us earlier than our reservation time. very nice staff and nice restaurant. my bf selected the meat rodizio for an additional $10  and i selected the salmon plate which was covered with the dinner voucher. 

all in all everything was perfect we tried all the different meats and the salmon was perfect melt in your mouth. the drinks were strong and we'll served. we ordered the cheesecake and it also was delishes. this is definitely a place we will be returning to.",4,1,0.007629277100806409
3pfQJRBYeHG6zI86EvRJkw,2018,wow! what an awesome place with awesome staff! if someone rating these folks low the are lying! the food was good and the service was exceptinal! eat here when youre in vegas! there is a groupon!,5,1,0.02823541971613719
Kr7TZhW0eXvu0Ag1-xxgjw,2019,"i had search on the internet and i found a really good deal on valentine's day. i decided to take my boyfriend to this restaurant, and i had made a reservation at 7:30pm, we got there at 7:40pm and didn't sit down until 8:45pm, it is okay we know it is valentine's day and they are busy, everything is cool at first and food was good for the price, however we finish our dinner and my boyfriend went to bathroom and saw a young thin latino worker and finish use number 2  and just rush out and didn't wash his hands. that is so gross, i hope we don't get sick or got e.coli, at that point we both really gross out when he came back and tell me what he saw, we  wanted to leave right away and never come back, because that was really a turn off. we didnt even want to finish our dessert, our valentine was ruined. we talked to manager monica about the issues, she offer us 50% off to our bill, i just hope that they will have a good stuff training and make sure everyone work there will wash their hands after they use bathroom and before they going back to work!!",2,0,0.9981169210000718
A5m6b5UWE7NJlvcTJdNAow,2015,great food meat cooked to perfection. nonstop delicious meat. sirloin was juicy couldn't stop but help my self to more. buffet style food were they bring the food to you was amazing. great service we had a good server. a bit pricey but good over all.,4,1,1.7000198479166784e-05
jyd_5ZzuHHHf6BgJB8_R6A,2019,came here after receiving a voucher from our hotel. we were skeptical about the steakhouse because we had never been to one  in vegas but after coming in we were pleasantly surprised with wonderful service and a wide assortment of meats. our reservations was honored immediately. there was even a special for educators where people in the teaching profession could eat for half off it was a great surprise and we had a wonderful service. pri and ren were wonderful and took care of us the entire time,5,1,0.010736616477919236
mWYBDc7RLBoCl2jIsqbA7Q,2010,"i ate here with the family while on vacation in vegas.  it was my first visit to a brazilian style steakhouse and none of us thought very much of it.  like others, we went in because of the coupons they were handing out all over the place and thought it might be fun for our teenage kids.  service was marginal, took way too long to get drinks.  salad bar is nothing special.  of the meats, the sirlon was the only thing that tasted decent - not great, but decent.  the other meats were not that good.  without the coupon, this place would be significantly overpriced for dinner.  wish i had read the reviews before we visited,  this is not a spot we would go back to again.",2,0,0.9793644897768191
dkZaYy2DUwD3TOmPH6AfLA,2016,great selection .. our waitress renee was amazing!! try the filet mignon and try the unlimited meats!!!!,4,1,0.0007871286240029862
mip1FvQiljK7xH9fNLjgqA,2015,"came in today for a late birthday dinner for my husband. the food was good. my favorite was the garlic sirloin. constantin was our server and a very nice gentleman. he brought us cheesecake that wrote along the plate ""happy 18 days later happy birthday"" it gave me a good laugh to celebrate my old husband. (31)",4,1,0.08111872690467903
YxfSWC5oP2Ds1SGydfqKmg,2015,"overpriced! !!!! went there only because of the coupon,but even with it we paid $ 100 for two. the worse food i had in veras and the most expensive.  we will not go back for sure and will not recommend.",2,0,0.9899112879709232
9t9rwxL6ZyNvjK4sTXJtmQ,2019,"excellent! hidden gem in the mall! top-notch service, the staff was very attentive and very friendly. we added on the seafood to our buffet. our server was even nice enough to get someone in the back to make me some salmon since i don't eat meat. everything was delicious. there were so many options at the buffet - all kinds of sides and salads. very impressed. if i come back to vegas i would definitely eat here again.",5,1,7.896240025184742e-05
E94Z33MstNX4OG7Xe_hLHQ,2018,this is the worst service.  i am sitting here and we've only had 3 cuts of meat brought to us. the place is empty so there is no excuse for the crappy service.  one alcoholic drink was ordered and it's been 20 minutes without it. the waiter forgot what the drink was. like i said the place is dead no excuse. i swear if i could give it a 0 i would. i've been to many brazilian restaurants and this by far is the worst.  an order of taquitos came out 40 minutes later. very disappointed in this place because i've been a fan of pampas since i ate it in tijuana and san diego.  this one is not the business.,1,0,0.998549542973135
TkDOaeAHV8fSDaiDHVVyaw,2018,"worst experience ever! my wife and i are here for our honeymoon and this place made our experience horrible. the staff was completely homophobic and kept referring to us as ""those people"". they didn't want to serve us and only did because someone had to. 

they treated us garbage.  their toilet smelled like vomit and crap.   we ordered 1 drink and still charged us 42.00.  this was the worst dining experience we have ever encountered. never felt so disrespected as we did.",1,0,0.9999596277802859
RRrSpxHighrnVyrsClCRJA,2019,"first time at a brazilian steakhouse, and i was amazed at how good the food and service was. food is beyond amazing and our server ivan was very friendly and extremely attentive as well as the other staff. we got seated right away, ordered drinks, hit the salad bar and started eating; meats kept coming soon after. we also got a free picture :)",5,1,0.002518920725875118
xlY-NSibMDCIht4KYCnfhA,2019,"awesome meal! had a small issue with using a coupon, and the manager kyle went above and beyond to accommodate us. we definitely recommend and will be back when we return to vegas! great customer service, great food!",5,1,0.0005137050769004059
tvdCvgG8iR6TECRqloS5Hw,2012,"the first time i went was in november 2011 because i had a coupon from the entertainment book.  the place is awesome my family loved it.  i returned for my anniversary in march 2012 with the same amazing experience.  i just also returned in december 2012 with a groupon this time that can't be beat.   the service is awesome and the food is also teriffic.  there is not only waiters walking around with meat, seafood, and pineapple, but also a salad bar with many dishes to try all you can eat.  the dessert is very good also if you have room left to eat any.",5,1,0.016044261032926666
o5eW3XF0Ebywdg3ZHnYF-A,2007,"a little pricey, but yummy meat brought right to your table!  very nice.  we did the buffet.  6 and under are free and other kids are half. salad bar was very good as well.

again, it is pricey (about $40/person) but if you buy the 1/2 ticket at one of the booths on the strip, it is definitely worth it.",4,1,0.013062165746673293
SJmaX3LO3CihYK9m8oKA9Q,2017,"if you have ever eaten at texas de brazil or fogo de chao do not eat here!  we only tried it because after a groupon it was a $50 valentine's dinner. we had a reservation and still had to wait 20min for a table because of walk ins wanting tables. our waitress was good at explaining what was included in our groupon but after that she was basically nonexistent as she tended to her other tables. the sides were good but everything was barely warm. we were seated in the tables just outside the restaurant which meant the meats never came around. we were offered 2 meats in the hour and a half that we were there; unacceptable. the seafood was brought randomly by a guy that would just look around to see who doesn't have any. it was good but again it was only warm not hot and fresh. we had a couple mimosas and bloody mary's and they were made well. the bad service was topped off with our waitress repeatedly referring to us as ""her groupon table"" to other waiters. for dessert we had the cheesecake which wasn't great but at that point i wasn't expecting anything good. we definitely will just pay the extra money to have real service and delicious, fresh food elsewhere.
note: while we were there we saw 2 couples be seated and just leave because service was so slow.",2,0,0.9584385322016992
8Y5EEzNRe_7TWRPmwVsy0A,2018,"if you can avoid this place by all means do it. 
we made a reservation for 8:30. when we arrived at the restaurant we was told that there was a wait. as we walked into the restaurant after waiting we saw all these empty tables which we didn't understand the reasoning of us waiting such a long time. 

the servers were very nice and attentive. we ordered our food. i ordered the  unlimited grilled shrimp with garlic sauce. i received peel and eat boiled shrimp with a asian sweet and sour sauce. 
the menu really needs to be updated. 


the rest of my party ordered a variety of food and let's just say the food is bland. i hope they are able to work on a few things to make their restaurant better. 
#moononthego",1,0,0.9981451767531371
B4vrH6TrA48PDMHOj2nB0w,2013,"pretty good for the price. the buffet is definitely lacking, but considering that the price point is way under most b-bbq's, it's decent. and the $5 yelp check-in discount was awesome!",4,1,0.2868598381770642
su3mKTMNMuBGNTS5SagkBg,2013,"good salad bar, lunch had all the meat you would want. the ""surf"" option not worth the extra. good service, nice place.",4,1,0.20628782502722587
4uPrOJye2Wj0zPM_I3qRfA,2014,"a buffet with unlimited meat always sounds like a good idea. this place has a great location and isn't too expensive. i enjoy all the variety and the grilled veggies at the buffet are my favorite. it's a great choice with a large group of people so everyone can pick what they desire. 
the service is great & the only issue with places like this is that most of us end up over eating. 
they have grilled pineapple which i love!",3,1,0.011695640702355181
ORclX3oGdQBkwZprLhIEAA,2017,"my family and i were severely disappointed with this steakhouse. we came in around 1pm, the middle of lunch service, with a restaurant.com coupon. the hostess was pleasant and we were seated promptly and addressed by the waitress as to the salad bar and how a brazilian steakhouse works. 

the salad bar has the brazilian essentials: traditional cheese bread, soggy from the steamer, a rotating pasta surprise that tastes from a can or bottle, cheap deli cold cuts in place of the brazilian meats and your standard salad fixings and dressings.

if you were expecting to enjoy meat at this steakhouse, prepare to be severely disappointed as the servers come along very infrequently. the meat itself seems to be either rare-blue or cooked to death. their beef, both sirloin and tri tip, was both seared to a crisp on the outside and almost blue-raw inside. the chicken drumsticks are covered in leather-like skin and the ""house-made pork sausage with fennel and garlic"" is a gritty, dry hunk of regular american breakfast sausage that makes a mcsausage look tasty. 

the only saving grace about the food at pampas is the roasted pineapple, which was delicious and sweet.

onto the service, the waitress ignored our table for the bulk of our 2 hour meal. she ignored our requests for more napkins and water, despite us directly addressing her. all the while, she made great conversation will the table next to ours, laughing and joking more than the next three tables combined. when she did finally bring us one refill of water to the carafe, it was clearly tainted. the water was sour and smelled like gasoline. because of our waitress' negligence, we had to ask once of the other servers for fresh water, which as expected, never came. 

finally, we weren't going to waste any more time with our waitress and were going out to pay at the hostess station when she scurried over to let us pay for our meal. no pleasantries, no apology for the tainted water, just swipe the card, throw the receipt at us and walk away. this was the worst meal and restaurant i have ever been to in las vegas. the price is high for you to just fill up on canned pasta and bread to just be ignored.",1,0,0.9954450789996951
AZcvj58n23vLKeau2HlXTA,2019,"excellent service by melanie and de, and the food is so mouth watering good.  we felt so pampered.  will definitely be back.",5,1,0.0013465393253149216
WCuXtXm1jX-Vzum4MWe_wg,2018,"this restaurant has been the ""largest"" disappointment of our lv vacation!  we ordered salmon and top sirloin and was then directed to the salad bar and told that our meal would be delivered shortly.  well, 50 minutes later after watching other patrons come in, being served and leaving(and of course after we had completely finished with the food bar) our ""main course"" was no where in sight!  we finally ""flagged"" down our waiter - larry and asked where our meal was.  he promised to check on it.  well, we never saw larry again!  finally, when we stopped (whom we thought was a manager) she too promised to check on the progress of our meal.  finally she returned telling us that their ""printer"" had failed to work and that our order had not been put in; but, promised it would be out in a matter of minutes.  pretty soon, a server arrived with some skewers of red meat.  that would have been ""fine"" had i in fact ordered red meat!  the manager returned again apologizing for the mistake and ""again"" telling us ""again"" about their printer problem.  amazingly - no one ""else"" in the restaurant seemed to be affected by any printer problems!  so finally, my salmon arrived on a ""saucer"" sized plate with nothing but a small plastic cup of sauce.  quite a ""paltry"" portion for the price i must say!  then the arrived with my husbands ( what we thought would be )sirloin steak.  but instead, they showed up with a ""huge"" skewer of meat and carved him off ""three"" amazingly thin pieces of meat.  because we had not opted for the ""all you can eat"" option - this was our entire meal!  very ""sad"" showing to say the least!  the manager ""did"" comp the two beer we drank which was nice.  however, considering all the ""screw-ups"" and skimpy portions - i would have offered a certificate for a whole new meal for some later date.  that being said - we probably would not have used it anyway.  i was so ""weary"" of dodging waiters and tripping over other patrons at the food bar - i would ""never"" return!  all and all - an extremely disappointing experience.  the bottom line is - i wouldn't wish this restaurant  on my ""worst"" enemy!",1,0,0.9994901708305685
EAWKMiYnOlmAE3m7yX_WZA,2016,"really enjoyed the grilled pineapple! 
cheesecake also very good.
pokemon got us the free wine",3,1,0.019733101551653198
KvJkCbjbhK3qAgxwO4Ub5Q,2014,"is ok brazilian bbq. if i need a fix, then i would come here for it, but there's so much better food in lv. they have lots of cuts for dinner time and grilled pineapple is addicting. this place would be better if the cuts are more fatty. the chicken is very juicy, perfectly grilled, but many of the meats tend to be overcooked",3,1,0.4092333465142256
8mgHbq7gj3WzB39tgRy-MQ,2019,"very poor. all meats is very rare or burn
in 40 min 2 times they come to give meats
feijoada with not pork 
they don't replace the food",1,0,0.9894565248008605
FZoiBnlSqNvPRcrf9fhAWA,2017,"** updated review (from  to 5!) **

12/29/17

had 5:00pm reservations. got here about 4:45pm and were seated immediately. we were starving so inhaled our first round in about 20mins.  kind of disappointed in us bc we could only go 1 round! we were stuffed! 

the meat guys were a little too quick for my liking to slice and dash. a couple of times they just piled things. i don't like that, but whatever. 

waiter: i think his name was sean (we started with one guy who may have gone on break bc we ended with another guy). all the staff was extremely nice and attentive. 

shrimp: excellent 

sirloin:  absolute favorite. juicy with great flavor.

tri tip:  i thought it was a little dry. the man thought it was very good and flavorful.

pork tenderloin:  i thought it was decent. i didn't finish my piece, though. the man thought it was a little on the dry side

sausage:  crispy on the outside; juicy and flavorful on the inside

bacon-wrapped filet mignon:  i love bacon but wasn't really feeling this. the man said, ""almost anything bacon-wrapped is good!"" to each his own. ‍
lamb:  first-time trying lamb. nope. not lamb fans. 

chicken:  i didn't try it. the man said the skin was nice and crispy but dry on the inside. 

ham: didn't try

salad bar:  good variety of cheese, pasta, rice, salad, and sides.

water:  excellent! i don't like water, but this was good! nice and refreshing.

guarana soda:  first time trying and it wasn't bad. refreshing; tasted like carbonated apple juice, sooooo apple cider.  (got free with my yelp checkin)

bathroom:  disappointing! was definitely in need of some maintenance and it did not smell very nice, at all.  the man said the men's restroom was ok.

picture person! this time, though, the lady didn't get irritated when i said ""no thanks"" to buying the big pictures. she was super friendly. 

 because not all the meats met our expectation from our past experiences at other brazilian steakhouses.
overall: decent. we will eat here again, especially with a bogo! 

ok -- time to roll me out .....

** update **

12/31/17

we were invited back by arash for lunch and seated in the private room. erica was our server. first thumbs up because she was amazing!!

all the meat and seafood was served hot and fresh. 

their salad buffet was still amazing. this time, someone was constantly cleaning up and replenishing. excellent bc people can be messy at buffets. 

* bacon-wrapped chicken: yes!
* sausage: yes!
* garlic mashed potatoes: yes!
* sautéed mushrooms: yes!
* sirloin: yes! plus i mixed it with my salad = excellent steak salad!
* tilapia: yes!
* mussels: both mine and the man's first time trying - different but not bad! they were served in a tomato-based sauce so you can taste the tomato. mixed with mashed potato, they were very good.
* salmon: i am allergic to salmon but the man said yes! best salmon he's had in a long time. it is topped with a sweet teriyaki sauce which they make in-house and he said it is excellent.
* ham: yes!
* chicken: in my previous review, this chicken was on the dry side. today, omg! the chefs nailed it! super moist and the skin! yes!
* tri-tip: yes! i got an end-fatty piece = eye-rolling omg! so much flavor and tenderness.
* pork tenderloin: yes! much better flavor than last time!

so -- after all this, i had to unbutton my jeans; everything was so good, i wanted to try more! so, here it goes:

* chicken tortilla soup: good. the chicken was just a tad dry, but that can happen when it's continually heating. the flavor was on point!
* corn chowder: amazing!
* tortellini salad: yes!
* asian pasta salad: first-time trying! different taste but very good.
* italian pasta salad: yes!
* green beans: yes! 
* garbanzo beans: spicy for me (i'm a total spice lightweight), but good flavor!
* basil tomato: yes!
* basil carrots: yes!
* couscous salad: yes!
* cheesecake and chocolate mousse cake: eye-rolling omg!

bathroom: yes! the men's room was being cleaned - the women's room had a fresh clean smell and was neat and tidy; as it should be! yes!

way to go arash and pampa's! you have exceeded our expectation! everything was absolutely amazing! thank you for the vip experience! the next time we are in vegas, we will definitely make this a spot to eat! 
from 3 to a well-earned ! thank you!",5,1,0.0009865879976611591
LXFrvxr5kXMaaZQIZKZggQ,2018,chaos at the front desk. empty tables while a horde of people wait. food is just ok but this is a noisy spot in a mall.   buffet for salad and veggies was meh.,3,0,0.998965408542399
pM6YjIyRp3SMSylwc6sI6w,2015,"great service! great salad bar selection such as marinated olives, yummy cheese bread, and a wide variety of vegetables. mashed potatoes were also on the salad bar so you can get as much as you want because they were pretty good. a little hectic on a saturday but we were seated quickly.",3,1,0.0005903032708006739
w-HJtOU4t7CopAUKKrKzdA,2011,"it was pleasant.  simple ambiance.  

the food was overall fantastic.  sirloin hit the spot for sure.  nothing like all you can eat meat, right?  the side selection presentation wasn't so great but then again, it's vegas i guess.  

would go back but as always, bring your appetite!",3,1,0.040376405605711874
xCUs2Y_P9rUHgLbRMU34lA,2011,"girlfriends and i all ordered the surf and turf rodizio (excluding one who ordered the seafood rodizio). both are ayce with access to the side bar which has rice, soups, vegetables, mashed potatoes, salads, etc. in my opinion, the side bar was a bit mediocre. i was expecting more things, but what they provided weren't bad. the meat and seafood were delicious (bbq pork, grilled chicken, smoked ham and pineapple, brazilian sausage and turkey wrapped in bacon). it was my friend's birthday so they were nice enough to provide a free cheesecake. all in all, this was my first time trying brazilian bbq and it wasn't bad!",3,0,0.5279435839022721
dKjnIjogGPhtXLfzhrZBnw,2019,"this place has great service and food, extensive salad bar, but there's no reason to pay full price, they offer discounted dinners through tix4tonight on the strip, otherwise there are other churascarrias in town that are better",5,1,0.17049171881848724
h3l1pTRnjqOpRzz-3Tr7BQ,2018,"we received a gift certificate to pampas ( planet hollywood mall ) on april 16, 2018 during a wedding trip to las vegas. we went at lunch time and were seated within 5 minutes. our waiter, ray, sporting a wickedly waxed handlebar moustache, explained everything and how to use all of our gift certificate since we would not be back anytime soon. he even packed up some desserts to go to round out our tap. 
the hot and cold bar selections were pretty average and the meats were flavorful.
if you have a big appetite for meat, check them out.
dan
greensboro, nc",3,0,0.5629585902825804
zZhP1yPaOtJbsOPzM4jp6Q,2018,a bit overpriced. we had the sirloin. it was way too salty. many of the salads at the salad bar were good. for that price i expected a little more. the service was fantastic. or waitress was very nice,3,0,0.9344261925228988
QRLVi3Z2TAv-P0jDoHti3A,2017,"tl:dr have a discount and it can be okay. go during lunch and don't expect a lot more than ... so, this is absolutely a  restaurant. its good enough food. i came here for lunch and it wasn't busy. got seated and didn't get water for about 8 mins and upon the arrival for the water was told it will be a dollar. okay well at least you let me know. so we order the meat parade. first set of meat was good. some chicken and bacon was mighty tasty. then there was ham. ham is blah. then tri tip was chewy as shit. salad bar was good. cheese bread was the best. the regular house steak was tasty. never had the pineapple only saw it once. no order for the parade of meat or choice of medium or rare or well. it was all hot. the chicken leg was disgusting. absolutely... dry and too hot. now i dropped a fork and you can't get one at the salad bar. so i waited and wrote an entire yelp review in the time waiting for the fork. ran out of water no refills in the jug.",3,0,0.9841302403410466
EHgvWYzYxlPnk6mENRGq3A,2012,went there just this past saturday and it was okay. i guess you get what you pay for. it was $20 per person for the meat rodizio at lunch and we thought it was worth a try. i've been to about four churrascarias and only two have really left me satisfied. this one was nothing in comparison but was okay. there was not much on the selection of meats.i think the selection was five or six. the salad bar was very weak and was not very appetizing. the feijoada was very thin and runny and should have had more black beans. the meat was also very salty and did not leave a good aftertaste. the food was okay but nothing to rave about.,3,0,0.9928597518861949
